,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
307,714576183,0,47,1,4,0,1,2,0,36,6,3,2,21637.0,2030,19607.0,0.776,1222,23,0.438,0.094
308,721425558,0,52,1,2,0,1,4,0,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0
309,711109908,0,43,0,4,2,0,0,0,36,2,1,1,9684.0,2475,7209.0,0.697,1400,31,2.1,0.256
310,715203108,0,63,1,2,1,0,1,0,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186
311,710027508,0,61,1,0,0,0,3,0,54,3,2,0,1616.0,1047,569.0,0.984,1389,33,1.2,0.648
312,787464408,0,53,1,2,2,1,3,0,40,5,2,2,19116.0,0,19116.0,0.656,1184,29,0.611,0.0
313,783542133,0,53,0,3,0,0,0,0,47,5,6,2,2759.0,2223,536.0,1.32,2093,42,1.0,0.806
314,708330858,0,57,1,3,0,0,4,0,38,2,3,3,8249.0,1381,6868.0,0.798,678,11,0.833,0.167
316,712701333,0,53,1,3,1,0,3,0,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.412
318,773373108,0,49,0,4,1,0,0,0,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732
319,715812258,0,45,1,2,1,0,2,0,34,5,5,2,12518.0,1539,10979.0,0.645,1165,33,0.833,0.123
320,778286433,0,67,1,0,0,0,1,0,56,4,2,1,5876.0,1297,4579.0,1.012,2133,55,0.719,0.221
321,789270033,0,48,1,3,0,1,2,1,37,3,2,3,34516.0,0,34516.0,0.448,1122,13,0.182,0.0
322,711569433,0,51,0,2,2,2,0,0,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2
323,720214833,0,52,1,2,1,1,2,1,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063
325,788194458,0,34,1,3,1,0,3,0,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771
326,720779733,0,56,1,1,2,0,4,0,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.224
327,717424458,0,44,0,2,4,0,0,0,36,3,3,2,2293.0,1823,470.0,0.617,1166,22,1.444,0.795
330,770590758,0,43,0,3,0,1,1,0,29,5,2,0,3378.0,1069,2309.0,0.581,1285,16,0.333,0.316
331,718490658,0,50,0,1,0,1,0,0,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447
332,711985833,0,38,0,4,2,1,0,0,30,4,1,0,2569.0,1605,964.0,0.574,1190,46,0.643,0.625
333,708967608,0,53,0,1,0,1,0,0,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514
334,718505958,0,43,1,5,0,2,4,1,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049
335,715024233,0,53,1,1,1,0,4,0,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557
336,779249583,0,56,0,1,0,0,0,0,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955
338,778928283,0,57,0,3,1,0,0,0,39,3,2,1,2742.0,2321,421.0,1.315,1389,32,0.6,0.846
339,712299858,0,62,1,1,1,0,0,0,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756
340,799224108,0,46,0,4,0,1,0,0,40,5,1,2,6265.0,1942,4323.0,1.027,1715,43,0.87,0.31
341,809976033,0,49,1,2,2,0,3,0,44,6,3,0,7819.0,1560,6259.0,0.827,1582,25,0.786,0.2
342,716203308,0,52,1,3,0,1,2,0,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62
343,714871683,0,58,1,1,2,0,1,0,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373
344,716139933,0,54,1,0,1,0,2,0,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105
345,716984658,0,49,1,1,0,0,4,0,39,3,2,3,34516.0,0,34516.0,0.507,1106,31,0.938,0.0
346,713086008,0,58,0,3,1,0,0,0,47,6,1,0,2609.0,2439,170.0,1.269,1731,34,1.833,0.935
347,713773458,0,52,1,2,1,1,3,0,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155
348,719242533,0,41,1,5,1,0,3,0,33,5,3,3,22770.0,2517,20253.0,0.994,1882,38,0.652,0.111
349,772712658,0,62,0,0,2,0,0,0,50,5,1,2,3791.0,1648,2143.0,1.227,2058,34,0.789,0.435
350,788868858,0,54,1,2,0,0,0,0,39,4,4,2,2702.0,2517,185.0,1.019,1658,32,1.462,0.932
351,811898133,0,40,0,3,1,2,0,0,35,3,1,3,2555.0,2117,438.0,1.049,1334,32,0.6,0.829
352,788808633,0,43,1,3,0,0,2,0,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463
353,779804208,0,53,0,2,0,1,1,0,42,6,2,0,5332.0,0,5332.0,0.939,1371,39,1.167,0.0
354,781391058,0,55,1,1,2,1,1,0,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953
355,790134408,0,46,1,4,0,1,3,0,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07
356,788853258,0,41,1,1,2,0,3,0,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188
357,711857733,0,49,1,3,2,1,3,0,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135
359,719554758,0,46,1,2,2,0,2,0,38,6,3,2,34516.0,2165,32351.0,0.837,1672,32,0.524,0.063
360,711643458,0,50,0,1,2,0,0,0,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0
361,788830683,0,40,1,2,0,1,2,0,24,5,1,0,2478.0,2031,447.0,1.284,1558,31,0.938,0.82
362,807030858,0,51,1,4,1,1,4,0,46,6,3,3,34516.0,2274,32242.0,0.788,1795,47,0.679,0.066
363,793059108,0,50,0,2,0,0,1,0,44,6,2,3,2339.0,1440,899.0,0.431,893,22,0.375,0.616
364,716568708,0,47,0,2,0,0,0,0,36,6,3,2,2726.0,0,2726.0,0.844,1099,27,0.588,0.0
366,717229158,0,36,0,4,0,0,1,0,36,6,3,3,1628.0,969,659.0,0.999,1893,15,2.75,0.595
367,715915458,0,47,0,2,0,0,0,0,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521
368,819129858,0,46,0,2,0,1,0,0,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268
369,713441958,0,46,1,2,1,0,4,0,36,5,3,2,19727.0,1785,17942.0,0.572,1245,25,0.786,0.09
370,719091333,0,52,1,0,2,0,3,0,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035
372,714914583,0,40,0,4,0,1,0,0,27,6,2,3,3751.0,1521,2230.0,0.974,1060,30,1.308,0.405
373,714363858,0,54,0,4,1,0,0,0,36,3,5,3,1594.0,1411,183.0,0.817,1459,35,1.188,0.885
374,721347408,0,55,0,1,1,1,0,0,43,4,2,0,2569.0,1403,1166.0,0.886,1456,39,0.444,0.546
376,772047183,0,45,1,4,1,0,1,0,34,6,3,3,3104.0,1766,1338.0,0.828,1353,24,1.182,0.569
377,714217908,0,49,1,3,0,0,1,0,41,5,3,2,2406.0,1560,846.0,0.751,1173,32,0.391,0.648
378,714819183,0,63,1,1,2,0,2,0,36,5,2,3,24571.0,1955,22616.0,1.174,1746,28,1.0,0.08
379,716455683,0,40,0,3,1,1,0,2,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047
380,710865633,0,41,0,2,0,0,0,1,33,4,2,0,12301.0,2250,10051.0,0.484,1307,29,0.261,0.183
381,752952108,0,37,1,4,0,0,2,0,26,6,2,3,2846.0,1818,1028.0,0.711,1473,37,1.176,0.639
383,714982383,0,55,1,2,1,0,3,0,36,4,3,3,7231.0,2381,4850.0,0.996,1421,23,1.3,0.329
384,813814008,0,53,0,1,1,0,0,0,48,6,3,2,2324.0,1576,748.0,0.728,1272,37,1.312,0.678
385,794545983,0,57,1,2,0,0,2,0,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162
387,715585158,0,58,1,1,0,0,3,0,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161
389,789863208,0,54,0,2,0,0,0,0,44,3,2,3,2027.0,1480,547.0,0.979,1702,37,0.947,0.73
390,715022133,0,53,1,2,0,0,3,0,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183
391,712506708,0,39,0,3,3,1,0,0,25,6,1,2,3920.0,2008,1912.0,0.944,3178,53,0.656,0.512
392,715699983,0,56,1,3,1,0,3,0,36,5,1,3,9226.0,1233,7993.0,1.521,1626,29,1.636,0.134
394,712459233,0,59,0,1,4,0,1,0,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692
395,716545383,0,42,1,3,2,1,1,0,36,3,1,0,9599.0,1554,8045.0,1.087,1154,38,1.235,0.162
396,721144383,0,42,1,4,0,0,3,1,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03
398,804359133,0,55,1,0,1,0,4,0,49,5,3,3,3805.0,2233,1572.0,1.095,1743,27,0.929,0.587
399,713308683,0,52,1,1,2,1,2,0,37,5,2,2,2733.0,1306,1427.0,0.791,1139,39,0.444,0.478
401,717354558,0,57,1,2,2,0,4,0,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361
402,798473808,0,48,1,3,3,0,2,0,42,3,3,0,7477.0,0,7477.0,0.511,1159,32,0.684,0.0
404,715192308,0,48,1,2,1,0,4,0,36,6,5,2,29963.0,2094,27869.0,0.648,1205,28,0.867,0.07
405,708813033,0,47,1,1,0,1,1,0,36,5,3,0,6509.0,2033,4476.0,0.83,1409,37,0.37,0.312
406,714639783,0,42,1,3,3,0,3,0,34,3,3,3,13450.0,0,13450.0,0.742,1000,18,0.059,0.0
408,709470858,0,51,1,4,3,0,4,1,31,5,2,1,34516.0,1254,33262.0,0.869,1366,25,0.786,0.036
409,717292758,0,55,0,2,0,1,0,0,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0
410,779241783,0,67,1,1,2,0,1,0,49,4,3,2,3106.0,1675,1431.0,0.781,1512,38,0.407,0.539
411,715205358,0,39,1,1,0,0,3,0,31,4,1,1,2536.0,913,1623.0,1.059,1750,35,1.333,0.36
412,778871508,0,54,1,3,4,1,3,0,35,6,3,0,13048.0,1954,11094.0,1.139,1170,24,0.846,0.15
414,710147958,0,47,1,3,1,0,1,1,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077
415,709864833,0,49,1,2,4,0,3,0,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243
416,778868958,0,42,0,2,0,0,0,0,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867
418,710004933,0,44,1,5,2,0,3,0,36,3,3,2,8645.0,1454,7191.0,0.708,1435,25,1.778,0.168
420,710940183,0,49,0,3,0,0,0,0,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0
421,718927533,0,45,1,3,0,1,2,0,32,5,2,2,24487.0,2517,21970.0,0.912,1512,42,0.909,0.103
422,719337408,0,63,1,0,1,0,3,0,36,6,2,3,2567.0,0,2567.0,1.636,2399,43,0.955,0.0
423,772308408,0,44,1,3,0,1,2,0,33,6,3,3,4131.0,785,3346.0,0.543,906,22,1.2,0.19
424,712981383,0,44,0,4,3,0,0,1,37,3,2,2,10790.0,1930,8860.0,0.75,1052,16,1.286,0.179
425,790099758,0,40,1,3,1,0,1,0,33,4,3,3,6884.0,1001,5883.0,0.786,975,11,0.833,0.145
426,709547658,0,39,1,2,2,1,3,0,36,5,3,3,13961.0,1299,12662.0,0.842,783,20,0.667,0.093
427,778770783,0,42,1,4,1,0,2,0,30,6,1,0,29801.0,1916,27885.0,0.781,990,21,0.909,0.064
428,713134458,0,54,1,3,1,0,4,0,43,4,1,1,13219.0,0,13219.0,0.576,1097,24,0.5,0.0
430,713639958,0,46,0,4,0,2,0,0,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087
433,711089733,0,50,0,2,3,2,0,0,36,3,3,0,1491.0,0,1491.0,0.876,1058,34,0.889,0.0
434,716988633,0,55,1,0,1,2,3,0,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0
435,779031033,0,46,0,2,0,0,1,0,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706
436,716302383,0,47,0,4,2,0,1,0,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146
438,721333233,0,40,1,4,5,2,3,0,34,4,2,3,23138.0,1727,21411.0,0.693,1612,39,1.438,0.075
441,814995933,0,58,0,3,0,0,0,0,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309
442,721469433,0,48,1,3,0,1,1,0,36,5,2,3,6880.0,1390,5490.0,1.205,1784,35,0.944,0.202
444,717198633,0,53,0,2,3,0,1,0,34,6,2,1,2075.0,1469,606.0,1.322,2556,49,1.13,0.708
445,767695083,0,50,1,2,0,0,2,0,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0
446,711791583,0,52,0,1,0,1,0,0,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0
447,712315683,0,53,0,2,2,1,0,0,45,1,1,1,1981.0,1518,463.0,1.019,973,25,0.923,0.766
448,710038008,0,56,0,1,0,1,1,0,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0
450,718349058,0,49,1,3,1,0,2,0,39,3,3,2,29659.0,1143,28516.0,0.512,1193,21,0.615,0.039
451,789842283,0,54,1,2,0,0,3,0,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0
454,714900408,0,41,0,4,1,1,0,0,31,3,1,0,5773.0,0,5773.0,0.67,1306,39,0.5,0.0
455,719418933,0,53,1,2,2,0,2,0,36,1,3,3,4503.0,0,4503.0,0.659,748,20,0.429,0.0
456,720115683,0,47,1,3,2,0,2,0,36,6,2,2,29770.0,1565,28205.0,0.674,1774,42,2.0,0.053
457,779504058,0,46,0,2,4,0,0,0,28,5,1,1,5014.0,1910,3104.0,0.863,1209,25,1.5,0.381
458,795979833,0,53,0,1,1,0,0,0,47,6,1,2,3445.0,1074,2371.0,0.67,1074,31,0.632,0.312
459,717392358,0,60,1,1,0,0,2,0,50,6,2,2,23412.0,1078,22334.0,0.79,1786,50,0.786,0.046
460,718640508,0,59,0,0,0,1,0,0,46,4,1,2,3044.0,1611,1433.0,0.74,1456,36,0.714,0.529
462,709230708,0,56,1,4,2,1,0,0,36,3,2,2,3864.0,1654,2210.0,0.491,1470,42,0.235,0.428
464,801383808,0,50,1,3,0,1,3,0,44,4,2,3,23090.0,839,22251.0,1.326,1198,24,1.0,0.036
466,708217758,0,63,1,2,0,0,3,0,49,5,2,3,14035.0,2061,11974.0,2.271,1606,30,1.5,0.147
467,714272658,0,43,0,2,2,1,0,0,24,2,3,2,2962.0,2517,445.0,1.046,929,31,0.409,0.85
469,711864783,0,61,1,1,2,1,3,0,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517
470,719407983,0,37,0,0,4,0,0,0,25,4,3,2,2061.0,1483,578.0,1.362,2400,60,0.622,0.72
472,716804283,0,41,1,2,2,2,4,0,29,3,2,2,15911.0,896,15015.0,0.954,1270,33,0.833,0.056
473,767294658,0,56,1,2,3,1,4,0,50,2,2,3,16867.0,0,16867.0,0.885,654,14,0.4,0.0
474,709122483,0,56,1,3,0,0,3,0,37,3,3,0,2783.0,1526,1257.0,0.942,1909,54,0.688,0.548
475,708241233,0,52,0,3,4,1,0,0,47,3,3,2,2972.0,0,2972.0,1.035,922,25,0.562,0.0
476,717860358,0,40,0,3,1,1,1,0,36,5,3,2,5124.0,2235,2889.0,0.542,1158,42,0.355,0.436
477,789337233,0,63,1,1,0,0,1,0,53,6,6,2,2880.0,2362,518.0,0.89,1323,26,0.444,0.82
478,720902133,0,58,1,1,1,1,1,0,46,4,1,0,5579.0,0,5579.0,0.481,1025,35,0.667,0.0
480,711870333,0,46,1,2,2,2,2,0,36,6,3,3,34516.0,1597,32919.0,0.858,1628,51,1.217,0.046
481,708398283,0,37,0,1,0,0,1,0,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201
482,715878183,0,46,1,4,0,1,2,0,35,4,3,3,18325.0,723,17602.0,0.815,1517,33,0.65,0.039
483,719451483,0,46,0,4,4,0,0,0,37,5,3,2,3773.0,1972,1801.0,0.783,1528,25,1.083,0.523
484,709110633,0,41,1,1,0,1,2,0,29,5,1,3,21684.0,1748,19936.0,0.715,1329,24,0.6,0.081
485,721059033,0,48,0,3,1,2,1,0,40,4,1,2,1919.0,774,1145.0,0.965,1505,33,0.737,0.403
486,779912283,0,49,0,3,0,1,1,0,33,5,3,2,9995.0,1713,8282.0,0.96,1172,38,0.462,0.171
487,717701733,0,44,1,2,0,0,2,0,35,3,2,2,11910.0,2098,9812.0,1.16,1646,39,1.294,0.176
488,709913733,0,39,0,3,3,0,0,0,36,4,2,0,2279.0,1529,750.0,1.26,1693,32,1.286,0.671
489,718768158,0,57,1,1,3,1,1,0,48,3,1,2,3539.0,0,3539.0,0.781,1336,23,0.211,0.0
490,721375308,0,48,1,3,1,0,2,0,36,5,1,3,30579.0,1351,29228.0,0.759,1289,19,0.727,0.044
491,711374283,0,47,1,3,1,1,2,0,42,4,1,0,24480.0,1923,22557.0,0.505,1416,32,0.778,0.079
493,778465533,0,54,0,0,3,0,0,0,40,3,1,2,1638.0,0,1638.0,0.75,1885,51,0.545,0.0
494,712138983,0,54,1,1,0,0,3,0,36,3,3,2,2947.0,2216,731.0,0.76,1744,53,0.606,0.752
495,716920908,0,52,1,4,1,0,2,0,42,6,1,0,5738.0,1112,4626.0,1.519,1922,48,0.655,0.194
497,711195558,0,59,1,1,3,1,1,0,48,6,3,3,7251.0,1603,5648.0,0.591,1300,36,0.8,0.221
499,712024908,0,56,0,1,3,0,0,0,36,6,2,3,2641.0,1257,1384.0,0.891,1439,39,1.053,0.476
501,714893733,0,55,1,1,1,0,2,0,45,3,3,3,16794.0,809,15985.0,1.566,1917,33,0.941,0.048
502,754886958,0,48,0,3,3,2,1,0,41,4,1,3,9336.0,1672,7664.0,0.696,1391,39,0.625,0.179
503,710104908,0,56,0,5,3,1,0,0,43,4,1,0,2763.0,2517,246.0,0.938,1246,31,0.824,0.911
504,710558883,0,41,1,3,2,0,3,0,36,5,3,2,17391.0,1044,16347.0,1.08,1248,27,0.688,0.06
505,713827383,0,65,0,1,1,0,0,0,36,3,2,0,3198.0,2493,705.0,0.665,1936,44,1.316,0.78
506,720267033,0,34,1,4,4,1,2,0,26,3,3,2,5100.0,1786,3314.0,1.06,2375,63,0.575,0.35
507,712049208,0,56,1,3,4,0,3,0,39,3,1,2,3955.0,2517,1438.0,0.484,1238,25,1.083,0.636
508,708688608,0,62,0,1,1,0,0,0,48,5,3,1,3140.0,1985,1155.0,1.346,1626,41,0.864,0.632
510,713217858,0,38,0,2,2,1,0,0,32,5,3,3,2264.0,0,2264.0,0.479,1204,28,0.333,0.0
512,711019308,0,58,1,2,1,1,3,0,45,3,2,0,6385.0,1535,4850.0,1.138,1612,47,0.88,0.24
513,768600558,0,41,0,4,0,1,1,0,31,4,2,3,2375.0,1658,717.0,0.638,1071,28,1.0,0.698
514,710202783,0,33,1,2,0,0,3,0,13,3,3,3,1963.0,1721,242.0,0.68,1378,37,0.762,0.877
515,712899333,0,47,0,4,3,1,0,0,37,6,2,2,4256.0,1084,3172.0,0.63,1100,29,0.381,0.255
516,767036433,0,56,0,1,0,0,0,0,49,5,1,0,5097.0,1152,3945.0,0.94,2052,45,0.607,0.226
517,793473033,0,51,1,1,0,1,3,0,45,3,2,3,3228.0,2517,711.0,0.949,1349,33,1.357,0.78
521,717998058,0,26,1,0,0,1,0,0,13,6,3,2,2585.0,2019,566.0,0.525,2644,40,0.481,0.781
522,779610033,0,58,1,1,3,0,2,0,47,3,3,3,12151.0,1799,10352.0,1.022,918,14,0.556,0.148
523,827332983,0,46,1,3,1,1,2,2,42,3,2,2,34516.0,2113,32403.0,0.618,1362,31,1.214,0.061
524,721183983,0,48,1,4,1,0,4,0,31,6,3,1,34516.0,1013,33503.0,0.575,1222,37,0.85,0.029
525,718426533,0,42,1,4,2,2,3,0,32,4,1,2,5504.0,0,5504.0,0.62,1364,32,0.684,0.0
526,710698233,0,37,1,4,0,0,2,0,28,4,1,2,10021.0,1203,8818.0,0.93,1463,40,1.0,0.12
528,793581933,0,50,1,3,1,1,1,1,44,4,3,4,19853.0,1513,18340.0,0.802,1878,55,0.41,0.076
529,719229708,0,41,0,1,1,1,1,0,31,6,3,2,4969.0,838,4131.0,0.591,1489,32,0.455,0.169
530,715158483,0,48,0,3,0,2,0,0,40,3,2,3,3117.0,1603,1514.0,1.167,1437,37,0.609,0.514
531,809296308,0,46,1,2,3,1,2,0,41,4,2,0,21526.0,2332,19194.0,0.755,1313,37,0.609,0.108
532,778176108,0,61,1,0,1,1,3,0,51,4,2,2,5504.0,1412,4092.0,0.722,1290,38,0.462,0.257
536,719366358,0,51,1,3,1,0,4,0,40,6,3,2,7319.0,1692,5627.0,0.701,1233,29,0.611,0.231
537,721417233,0,45,1,2,0,0,3,0,25,3,5,3,1438.3,0,1438.3,0.676,709,27,0.421,0.0
539,714578283,0,47,1,1,0,0,3,0,37,6,3,0,2053.0,0,2053.0,0.865,1283,28,1.154,0.0
540,769574883,0,41,1,2,1,0,1,0,32,3,1,3,12804.0,2517,10287.0,0.892,1101,37,0.276,0.197
541,717643608,0,48,1,4,3,0,2,0,36,3,3,2,26443.0,1601,24842.0,0.493,1593,36,0.333,0.061
542,709198158,0,50,0,4,0,1,0,0,36,6,2,0,3125.0,1928,1197.0,0.412,1631,46,0.533,0.617
543,712419708,0,56,0,2,4,0,0,0,48,6,1,2,4930.0,2259,2671.0,1.134,2194,53,0.606,0.458
544,709103358,0,39,0,2,3,1,0,0,36,6,3,3,9476.0,0,9476.0,0.605,1128,27,0.929,0.0
545,716966808,0,47,1,1,0,0,2,0,37,6,3,3,11722.0,1667,10055.0,0.566,1497,35,0.25,0.142
546,772264383,0,44,1,2,0,1,4,0,33,4,1,3,13301.0,0,13301.0,1.058,1385,50,0.515,0.0
548,769137108,0,43,0,2,4,0,0,0,37,3,3,1,1438.3,0,1438.3,1.004,974,28,0.273,0.0
549,717640083,0,59,1,1,1,0,3,0,36,3,2,3,6705.0,0,6705.0,0.749,731,18,0.5,0.0
553,778686408,0,48,1,1,3,0,3,0,29,4,3,2,19324.0,1040,18284.0,0.904,1744,50,0.852,0.054
554,715015683,0,44,1,2,0,1,1,0,34,5,3,1,5331.0,1993,3338.0,0.777,1766,39,0.625,0.374
556,710462433,0,45,1,4,0,1,3,0,30,6,2,2,17625.0,894,16731.0,1.285,1773,39,1.053,0.051
557,721342383,0,39,1,2,0,0,2,0,34,6,3,2,17438.0,0,17438.0,1.078,1860,37,0.85,0.0
559,794977533,0,62,1,0,1,0,3,0,56,3,3,2,8077.0,0,8077.0,0.749,906,16,0.333,0.0
560,779445108,0,26,1,0,0,1,1,0,13,6,1,2,3290.0,1616,1674.0,0.466,2781,54,0.35,0.491
561,718193958,0,60,1,0,2,1,0,0,53,5,3,2,2402.0,1728,674.0,0.652,1650,53,0.606,0.719
562,710955633,0,54,0,3,5,1,0,0,42,6,1,0,9256.0,1999,7257.0,0.812,1446,37,0.762,0.216
563,716149383,0,62,1,0,0,0,3,0,36,6,3,3,3674.0,895,2779.0,0.658,1703,48,0.371,0.244
564,752604633,0,57,1,2,3,0,1,0,50,2,5,3,6462.0,0,6462.0,0.856,761,17,0.214,0.0
565,713889933,0,59,1,0,0,1,1,0,48,4,2,2,1638.0,0,1638.0,0.533,1536,44,0.63,0.0
566,709446783,0,46,1,4,0,1,3,0,38,3,3,2,4335.0,2480,1855.0,0.543,1373,36,1.118,0.572
567,789115833,0,44,1,4,1,1,3,0,32,5,3,2,3233.0,1034,2199.0,0.759,1256,29,0.706,0.32
569,787623858,0,43,1,2,2,2,4,1,24,4,2,0,34516.0,1938,32578.0,0.426,1215,45,0.406,0.056
570,709040508,0,57,1,4,2,0,4,0,38,6,6,2,19802.0,1961,17841.0,1.125,2244,58,0.706,0.099
574,717956283,0,57,0,1,0,1,1,0,48,5,1,0,10953.0,1945,9008.0,0.886,1277,29,0.526,0.178
575,721379433,0,44,1,4,0,0,3,0,28,6,2,3,11338.0,0,11338.0,0.695,1227,24,0.5,0.0
576,712027683,0,47,0,2,5,0,0,0,35,3,2,2,5544.0,1184,4360.0,0.85,1336,38,0.652,0.214
577,716027208,0,47,1,4,5,0,3,0,36,4,1,1,19665.0,706,18959.0,1.317,1110,58,0.349,0.036
578,720475233,0,50,0,2,1,0,0,0,43,6,2,3,2927.0,1412,1515.0,0.763,1474,26,0.857,0.482
579,712275108,0,53,0,3,3,0,1,0,33,4,3,3,5146.0,1618,3528.0,1.073,1955,44,0.76,0.314
580,718121658,0,56,1,1,3,0,3,0,44,5,3,3,1704.0,0,1704.0,0.701,660,17,0.308,0.0
581,711593808,0,55,1,1,1,0,3,0,46,2,2,3,1438.3,0,1438.3,1.037,888,18,1.25,0.0
582,716222808,0,53,0,4,1,0,0,0,36,6,1,3,2974.0,1170,1804.0,1.297,1785,45,1.143,0.393
584,788779008,0,57,1,2,1,0,3,0,38,3,1,2,2736.0,1822,914.0,0.593,1211,25,0.923,0.666
585,710404533,0,50,1,2,0,0,2,0,37,6,2,1,1438.3,862,576.3,0.65,1391,40,0.212,0.599
587,715383108,0,52,1,2,0,1,4,0,44,5,1,1,34516.0,2174,32342.0,0.426,1616,50,0.515,0.063
588,711697158,0,60,1,0,0,0,0,0,36,6,2,2,1976.0,1311,665.0,0.995,1498,43,0.536,0.663
589,709186983,0,49,1,4,2,0,2,0,40,3,1,1,8714.0,2252,6462.0,0.831,1536,38,0.652,0.258
590,808964433,0,46,0,4,5,2,0,0,41,4,1,1,8693.0,1378,7315.0,0.799,1594,45,0.452,0.159
591,711948333,0,42,1,1,2,0,2,0,36,6,1,2,9247.0,710,8537.0,0.735,1190,30,0.5,0.077
592,710541858,0,45,1,3,1,0,0,0,33,6,5,0,7717.0,1430,6287.0,0.822,1248,37,0.85,0.185
593,713865333,0,45,0,4,2,0,0,0,38,3,4,3,4908.0,0,4908.0,0.993,827,21,0.75,0.0
594,797707008,0,44,0,3,5,0,0,0,38,6,1,3,7222.0,0,7222.0,0.685,920,18,0.5,0.0
595,713490483,0,61,1,0,2,1,2,0,48,6,2,2,21740.0,0,21740.0,0.676,1755,54,0.543,0.0
596,720370533,0,55,1,3,2,0,3,0,44,3,2,2,2323.0,0,2323.0,0.737,804,15,0.5,0.0
600,816596583,0,45,1,2,5,0,2,0,40,6,3,1,11710.0,693,11017.0,0.914,1749,50,0.429,0.059
601,717517758,0,57,0,0,1,0,1,0,45,3,2,2,2278.0,845,1433.0,1.328,2307,45,0.8,0.371
602,712880283,0,31,1,0,2,0,1,0,22,3,3,0,4048.0,1113,2935.0,0.717,1757,45,0.607,0.275
603,753226158,0,34,0,2,0,0,0,0,24,6,2,2,3663.0,1853,1810.0,0.963,1826,35,1.059,0.506
604,720605808,0,53,0,1,0,1,0,0,36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0.0
